epoch;acc;loss;val_acc;val_loss
0;0.0208717;5.0975844617934305;0.017716536;4.971431950728099
1;0.0725735;4.303945009871513;0.048556432;4.640687584877014
2;0.12945911;3.7488570531079213;0.059711285;4.587629775206248
3;0.17072505;3.4442595256870208;0.050524935;5.0559569001197815
4;0.19214241;3.2869838819880415;0.048556432;5.024318317572276
5;0.21526499;3.1340553297871954;0.047244094;4.946737925211589
6;0.2345679;3.0485310957153873;0.05511811;5.1724845965703325
7;0.24554941;2.956624240229964;0.06167979;4.925244748592377
8;0.2619876;2.8793489089824273;0.052493438;5.190985918045044
9;0.28169975;2.7844258157595974;0.05446194;5.376427531242371
10;0.28306392;2.7481711161233386;0.06692913;5.115402539571126
11;0.29806972;2.681329349778406;0.06627297;5.051129837830861
12;0.3055044;2.639143959869833;0.05905512;5.469070851802826
13;0.31553102;2.604279946893846;0.059711285;5.428105851014455
14;0.31744084;2.5779500567695957;0.062992126;5.998622039953868
15;0.33183277;2.51290539979333;0.07283465;5.198403080304463
16;0.3330605;2.511562064728107;0.05905512;5.850454032421112
17;0.34260964;2.4698900396522547;0.06955381;5.381829659144084
18;0.34752062;2.4447517540402663;0.08136483;5.339499791463216
19;0.34922585;2.41202728303228;0.07545932;5.694611271222432
20;0.35938886;2.3758900838808605;0.06692913;5.803833087285359
21;0.36095765;2.3474654077418413;0.06430446;5.90885994831721
22;0.36545938;2.3242036638818653;0.06824147;5.92022963364919
23;0.36518654;2.3212584672703698;0.07349081;5.623231967290242
24;0.3632085;2.3223242050026753;0.07020997;5.6845400134722395
25;0.3831935;2.2612016403482373;0.059711285;6.16520768404007
26;0.3848305;2.256043684579334;0.06955381;5.668584028879802
27;0.38865015;2.2171764098299405;0.06955381;6.25617116689682
28;0.3906282;2.2087378508071684;0.083333336;5.5534501274426775
29;0.39253804;2.1886562576122217;0.06692913;6.142386237780253
30;0.40038195;2.1826153921321554;0.07020997;6.098368942737579
31;0.40345132;2.1511457802434464;0.06824147;6.477082471052806
32;0.41954845;2.106868955986731;0.059711285;6.55476172765096
33;0.4158652;2.1170128936551618;0.06955381;6.539118071397145
34;0.42336813;2.071504969932187;0.07874016;6.166134079297383
35;0.43046176;2.0357105724158306;0.06627297;6.55929164091746
36;0.43107563;2.032364396458311;0.072178476;6.620107750097911
37;0.42800626;2.0386892684882922;0.070866145;6.380849500497182
38;0.44007912;2.012406988445095;0.067585304;6.559048513571422
39;0.44219357;1.993160380859198;0.07874016;6.059424201647441
40;0.45256123;1.951475141367331;0.07480315;6.411873658498128
41;0.44962826;1.9404105763831834;0.08136483;6.34751699368159
42;0.45358434;1.9456678573711694;0.07480315;6.513983329137166
43;0.45794967;1.917378890531449;0.08136483;6.36812577644984
44;0.46313348;1.9006721801854085;0.08070866;6.183264911174774
45;0.4672942;1.8842690344372646;0.08267716;6.431552052497864
46;0.469204;1.8586814113743397;0.07742782;6.480567236741384
47;0.47118205;1.8801912797781237;0.072178476;6.619145333766937
48;0.47009072;1.8843970473747236;0.06430446;6.936686992645264
49;0.48195893;1.836386789933094;0.08136483;6.836490174134572
50;0.48134506;1.828914356934212;0.08858268;6.487739225228627
51;0.4767751;1.8338182149110016;0.076771654;6.63644419113795
52;0.48366416;1.797989159096768;0.0839895;6.4737322529157
53;0.4799127;1.8153126064959086;0.07152231;6.552770555019379
54;0.48884797;1.7610928440035452;0.07939632;6.947212477525075
55;0.4967601;1.7645305749721332;0.08267716;6.470640043417613
56;0.49969307;1.7458597113723344;0.07808399;6.806602776050568
57;0.5023532;1.743801200156501;0.07480315;7.352907717227936
58;0.5070596;1.7283538375119705;0.0839895;6.4531006415685015
59;0.51217514;1.6950980635719046;0.09120735;6.179003179073334
60;0.5123116;1.6860844256989944;0.07349081;6.622884054978688
61;0.5149035;1.684783063524539;0.07939632;6.735075036684672
62;0.51135665;1.693800701954202;0.070866145;7.7687289118766785
63;0.51319826;1.6826565403558085;0.07545932;6.865981161594391
64;0.5222018;1.665392814656005;0.07611549;6.848748207092285
65;0.51544917;1.6737037963703265;0.083333336;6.790422419706981
66;0.51817745;1.664117070680653;0.07020997;7.796082814534505
67;0.52151966;1.6464334560704177;0.07808399;7.382611890633901
68;0.5234295;1.6336553194831676;0.07283465;6.772624870141347
69;0.5250665;1.6236876350219656;0.072178476;7.262028555075328
70;0.5347521;1.5913377114219138;0.08267716;6.572514633337657
71;0.5265671;1.6145855310579398;0.08070866;7.068463365236918
72;0.52731735;1.6182766095993992;0.082021;6.895361304283142
73;0.5347521;1.5844803819486595;0.08858268;6.878183503945668
74;0.5374804;1.581930517865743;0.07808399;6.864538013935089
75;0.539322;1.5766133704295093;0.06627297;7.998178005218506
76;0.5434145;1.574872653762914;0.07808399;7.00382814804713
77;0.54396015;1.5531716977059535;0.07545932;7.9764294028282166
78;0.5495532;1.5485753655132806;0.07283465;7.6855924526850385
79;0.5398677;1.5667445299432041;0.08792651;7.211793025334676
80;0.55282724;1.51600817174998;0.07808399;7.407267351945241
81;0.55487347;1.5186437126494277;0.08530184;6.928870598475139
82;0.5543278;1.5091576532650495;0.076771654;7.145679354667664
83;0.5662642;1.4740350860323541;0.07808399;7.272553126017253
84;0.5557602;1.4938396724523737;0.07349081;7.636881252129872
85;0.5675602;1.4788903577632968;0.08530184;7.641021768252055
86;0.5608076;1.505728847162028;0.07283465;7.528400321801503
87;0.57970124;1.429550707157292;0.07874016;7.480445583661397
88;0.57028854;1.4437468858185085;0.07874016;7.092664877573649
89;0.58358914;1.4156042665180133;0.08530184;6.994007587432861
90;0.5803151;1.4121867713202283;0.07808399;7.458428521951039
91;0.58536255;1.4175832140015576;0.085958004;7.044611553351085
92;0.5847486;1.3912727409166608;0.067585304;7.693487127621968
93;0.5912966;1.3776494211181678;0.08267716;7.369988918304443
94;0.59320647;1.376109321969047;0.083333336;7.129011670748393
95;0.60548395;1.337701986646044;0.09120735;6.920336484909058
96;0.5960712;1.361083339485349;0.07611549;7.600384811560313
97;0.60309666;1.3371813874250869;0.083333336;7.745492299397786
98;0.5994134;1.357731754104451;0.080052495;7.564168949921926
99;0.6026874;1.3197802254890372;0.07742782;7.661192099253337

0;0.64900076;1.1802310453463964;0.07808399;7.890243808428447
1;0.65322965;1.1676310938545094;0.080052495;7.919320484002431
2;0.6530932;1.1503595071554136;0.07808399;7.932555655638377
3;0.65582156;1.159966167084119;0.07874016;7.909181614716847
4;0.655958;1.1471675341097267;0.07874016;7.845407207806905
5;0.66243774;1.1297576489743542;0.07939632;7.864732980728149
6;0.65895915;1.143019093244904;0.07874016;7.835808018843333
7;0.65902734;1.145986789782468;0.07808399;7.863217572371165
8;0.6610736;1.1285585225112247;0.07939632;7.874764104684194
9;0.66059613;1.128110176348831;0.07939632;7.840960184733073

0;0.07687061;5.807376823193721;0.047900263;7.820388416449229
1;0.0776209;4.811653115936211;0.062335957;6.839934229850769
2;0.08532842;4.498513183980138;0.062335957;6.342574616273244
3;0.09337699;4.327138713417498;0.06430446;5.67454332113266
4;0.09760589;4.2514956340759875;0.06627297;5.347091058890025
5;0.10585908;4.14939946809884;0.059711285;5.22217180331548
6;0.11759089;4.07262306300869;0.082021;4.927162369092305
7;0.12338858;3.9899938704168867;0.070866145;4.856395383675893
8;0.13232385;3.918521309198148;0.084645666;4.743879000345866
9;0.14419207;3.8429495302491343;0.08792651;4.656145493189494

0;0.15681058;3.7424815549636454;0.09120735;4.601348241170247

0;0.15612851;3.703819544674243;0.0839895;4.66899299621582
1;0.16390423;3.6496310051609115;0.095144354;4.552070260047913
2;0.16963372;3.602933109900236;0.083333336;4.5398170948028564
3;0.17597708;3.553370017763391;0.08989501;4.534700830777486

0;0.18423027;3.5287010973646815;0.097112864;4.471844434738159
